created_at,location,polarity,screen_name,subjectivity,word,created_at_hourly,unix_created_at,location_cat,lat,lon,timezone,timezone_offset,clouds,dew_point,dt,feels_like,humidity,pressure,temp,visibility,wind_deg,wind_speed
2021-07-01T22:07:13.000Z,Dublin,0.3,PartAnnMarie,0.5555555555555555,"General consensus here, is that it is not a bad likeness of Diana but truthfully if you told me it w…",2021-07-01T22:00:00.000Z,1625176800,1,53.3501,-6.2662,Europe/Dublin,3600,75,15.22,1625176800,15.47,100,1017,15.22,3000,100,2.06
2021-07-01T22:07:03.000Z,Dublin,0.05,MrsStevieG,0.1,Old Irish proverb 😂,2021-07-01T22:00:00.000Z,1625176800,1,53.3501,-6.2662,Europe/Dublin,3600,75,15.22,1625176800,15.47,100,1017,15.22,3000,100,2.06
2021-07-01T22:06:07.000Z,Dublin,-0.15,LeeVsFilm,0.4,How Teneo’s master of the dark arts spun out of control -  via,2021-07-01T22:00:00.000Z,1625176800,1,53.3501,-6.2662,Europe/Dublin,3600,75,15.22,1625176800,15.47,100,1017,15.22,3000,100,2.06
2021-07-01T22:05:54.000Z,Dublin,0.1875,o_oreilly35,0.6875,I know I'm biased but name one other candidate that is so refreshing and principled Socialist activist.…,2021-07-01T22:00:00.000Z,1625176800,1,53.3501,-6.2662,Europe/Dublin,3600,75,15.22,1625176800,15.47,100,1017,15.22,3000,100,2.06
2021-07-01T22:05:39.000Z,Dublin,-0.5,cscanlonsci,1.0,"This is just horrendous. I feel so sorry for the parents, imagine the horror of finding the bottle of your precious…",2021-07-01T22:00:00.000Z,1625176800,1,53.3501,-6.2662,Europe/Dublin,3600,75,15.22,1625176800,15.47,100,1017,15.22,3000,100,2.06
2021-07-01T22:05:12.000Z,Dublin,0.13636363636363635,anthony54608932,0.45454545454545453,Can’t beat a new Pair of Nike 270’s,2021-07-01T22:00:00.000Z,1625176800,1,53.3501,-6.2662,Europe/Dublin,3600,75,15.22,1625176800,15.47,100,1017,15.22,3000,100,2.06
2021-07-01T22:04:44.000Z,Dublin,0.0,markohalloran,0.0,"I got offered two jobs today. 

No, you shut up!!",2021-07-01T22:00:00.000Z,1625176800,1,53.3501,-6.2662,Europe/Dublin,3600,75,15.22,1625176800,15.47,100,1017,15.22,3000,100,2.06
2021-07-01T22:04:38.000Z,Dublin,0.0,brianocofaigh,0.0,Oíche mhaith,2021-07-01T22:00:00.000Z,1625176800,1,53.3501,-6.2662,Europe/Dublin,3600,75,15.22,1625176800,15.47,100,1017,15.22,3000,100,2.06
2021-07-01T22:04:30.000Z,Dublin,-1.0,mollofla,1.0,Who was that interviewing Mary Lou she was awful kept speaking across her and not listening to her,2021-07-01T22:00:00.000Z,1625176800,1,53.3501,-6.2662,Europe/Dublin,3600,75,15.22,1625176800,15.47,100,1017,15.22,3000,100,2.06
2021-07-01T22:04:13.000Z,Dublin,0.125,loige,0.30000000000000004,Fun story i probably should't tell you i had already starred that repo long time ago 😂😅,2021-07-01T22:00:00.000Z,1625176800,1,53.3501,-6.2662,Europe/Dublin,3600,75,15.22,1625176800,15.47,100,1017,15.22,3000,100,2.06
2021-07-01T22:03:10.000Z,Dublin,0.55,EugeneGreyComms,0.7,Fair play. Enjoy your journey,2021-07-01T22:00:00.000Z,1625176800,1,53.3501,-6.2662,Europe/Dublin,3600,75,15.22,1625176800,15.47,100,1017,15.22,3000,100,2.06
2021-07-01T22:03:10.000Z,Dublin,0.0,aldub1976,0.0,Well done 👏,2021-07-01T22:00:00.000Z,1625176800,1,53.3501,-6.2662,Europe/Dublin,3600,75,15.22,1625176800,15.47,100,1017,15.22,3000,100,2.06
2021-07-01T22:02:54.000Z,Dublin,0.0,john003,0.0,Hospital numbers.....,2021-07-01T22:00:00.000Z,1625176800,1,53.3501,-6.2662,Europe/Dublin,3600,75,15.22,1625176800,15.47,100,1017,15.22,3000,100,2.06
2021-07-01T22:02:48.000Z,Dublin,0.0,aldub1976,0.0,Congratulations 🎉🍀,2021-07-01T22:00:00.000Z,1625176800,1,53.3501,-6.2662,Europe/Dublin,3600,75,15.22,1625176800,15.47,100,1017,15.22,3000,100,2.06
2021-07-01T22:02:43.000Z,Dublin,0.0,DavidGillick,0.0,Plums 😂😂,2021-07-01T22:00:00.000Z,1625176800,1,53.3501,-6.2662,Europe/Dublin,3600,75,15.22,1625176800,15.47,100,1017,15.22,3000,100,2.06
2021-07-01T22:02:17.000Z,Dublin,0.0,o_oreilly35,0.0,🔴⚫,2021-07-01T22:00:00.000Z,1625176800,1,53.3501,-6.2662,Europe/Dublin,3600,75,15.22,1625176800,15.47,100,1017,15.22,3000,100,2.06
2021-07-01T22:01:54.000Z,Dublin,0.0,browneyes16a,0.0,Codladh Sàmh Gerry,2021-07-01T22:00:00.000Z,1625176800,1,53.3501,-6.2662,Europe/Dublin,3600,75,15.22,1625176800,15.47,100,1017,15.22,3000,100,2.06
2021-07-01T22:01:41.000Z,Dublin,0.0,thebeercellar,0.0,…,2021-07-01T22:00:00.000Z,1625176800,1,53.3501,-6.2662,Europe/Dublin,3600,75,15.22,1625176800,15.47,100,1017,15.22,3000,100,2.06
2021-07-01T22:01:32.000Z,Dublin,0.0,aldub1976,0.0,😂,2021-07-01T22:00:00.000Z,1625176800,1,53.3501,-6.2662,Europe/Dublin,3600,75,15.22,1625176800,15.47,100,1017,15.22,3000,100,2.06
2021-07-01T22:01:30.000Z,Dublin,0.05,JamesCurryHist,0.2416666666666667,"For last few months I’ve been teaching a free online course on the Irish Revolution for , hosted by E…",2021-07-01T22:00:00.000Z,1625176800,1,53.3501,-6.2662,Europe/Dublin,3600,75,15.22,1625176800,15.47,100,1017,15.22,3000,100,2.06
2021-07-01T22:01:16.000Z,Dublin,-0.3,brianocofaigh,0.4,"I know that there is the slippy fountain but at least now there is a place where, as you say, a stat…",2021-07-01T22:00:00.000Z,1625176800,1,53.3501,-6.2662,Europe/Dublin,3600,75,15.22,1625176800,15.47,100,1017,15.22,3000,100,2.06
2021-07-01T22:01:10.000Z,Dublin,0.0,Annatchorzewska,0.0,Go to Sligo,2021-07-01T22:00:00.000Z,1625176800,1,53.3501,-6.2662,Europe/Dublin,3600,75,15.22,1625176800,15.47,100,1017,15.22,3000,100,2.06
2021-07-01T22:01:03.000Z,Dublin,-0.15555555555555559,kamfinsa,0.2888888888888889,I was in bits; when his Mum got down on the floor with him and thanked him for fighting so hard...…,2021-07-01T22:00:00.000Z,1625176800,1,53.3501,-6.2662,Europe/Dublin,3600,75,15.22,1625176800,15.47,100,1017,15.22,3000,100,2.06
2021-07-01T22:01:03.000Z,Dublin,0.0,MargoHannon,0.0,"See The Ottawa Report Apr 2021, Canada's pu…",2021-07-01T22:00:00.000Z,1625176800,1,53.3501,-6.2662,Europe/Dublin,3600,75,15.22,1625176800,15.47,100,1017,15.22,3000,100,2.06
2021-07-01T22:00:21.000Z,Dublin,0.25,aldub1976,1.0,So funny 😂😂,2021-07-01T22:00:00.000Z,1625176800,1,53.3501,-6.2662,Europe/Dublin,3600,75,15.22,1625176800,15.47,100,1017,15.22,3000,100,2.06
